"HostName";"TaskName";"Next Run Time";"Status";"Logon Mode";"Last Run Time";"Last Result";"Author";"Task To Run";"Start In";"Comment";"Scheduled Task State";"Idle Time";"Power Management";"Run As User";"Delete Task If Not Rescheduled";"Stop Task If Runs X Hours and X Mins";"Schedule";"Schedule Type";"Start Time";"Start Date";"End Date";"Days";"Months";"Repeat: Every";"Repeat: Until: Time";"Repeat: Until: Duration";"Repeat: Stop If Still Running"
"DC07";"\Microsoft\Windows\PI\Secure-Boot-Update";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"This task updates the Secure Boot variables.";"Enabled";"Disabled";"No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Undefined";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\PI\Sqm-Tasks";"N/A";"Ready";"Interactive/Background";"5-4-2014 02:33:34";"0";"Microsoft Corporation";"COM handler";"N/A";"This task gathers information about the Trusted Platform Module (TPM), Secure Boot, and Measured Boot.";"Enabled";"Disabled";"No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\PLA\Server Manager Performance Monitor";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"The major version number of the operating system.";"%systemroot%\system32\rundll32.exe %systemroot%\system32\pla.dll,PlaHost ""Server Manager Performance Monitor"" ""$(Arg0)""";"N/A";"N/A";"Disabled";"Disabled";"";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Plug and Play\Device Install Group Policy";"N/A";"Ready";"Interactive/Background";"28-4-2014 11:04:05";"0";"Microsoft Corporation";"COM handler";"N/A";"Device Installation Group Policy Change Handler";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"24:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Plug and Play\Device Install Reboot Required";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Displays a dialog box that asks the user to restart Windows if it is required to complete installation of a device";"Enabled";"Disabled";"";"INTERACTIVE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Undefined";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Plug and Play\Plug and Play Cleanup";"N/A";"Ready";"Interactive/Background";"5-4-2014 02:33:34";"0";"Microsoft Corporation";"COM handler";"N/A";"Windows keeps copies of all previously installed device driver packages from Windows Update and other sources, even after installing newer versions of drivers. This task will remove older versions of drivers that are no longer needed. The most current v";"Enabled";"Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%SystemRoot%\System32\drvinst.exe 6";"N/A";"Generalize driver state in order to prepare the system to be bootable on any hardware configuration.";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem";"N/A";"Ready";"Interactive/Background";"19-4-2014 02:34:52";"-2147220990";"Microsoft Corporation";"COM handler";"N/A";"This task analyzes the system looking for conditions that may cause high energy use.";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"00:05:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\RAC\RacTask";"30-4-2014 02:11:48";"Ready";"Interactive/Background";"29-4-2014 02:05:20";"0";"Microsoft Corporation";"COM handler";"N/A";"Microsoft Reliability Analysis task to process system reliability data.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\RAC\RacTask";"30-4-2014 02:04:57";"Ready";"Interactive/Background";"29-4-2014 02:05:20";"0";"Microsoft Corporation";"COM handler";"N/A";"Microsoft Reliability Analysis task to process system reliability data.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"00:00:00";"31-3-2008";"N/A";"N/A";"N/A";"24 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"DC07";"\Microsoft\Windows\RAC\RacTask";"30-4-2014 02:08:00";"Ready";"Interactive/Background";"29-4-2014 02:05:20";"0";"Microsoft Corporation";"COM handler";"N/A";"Microsoft Reliability Analysis task to process system reliability data.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Ras\MobilityManager";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Registry\RegIdleBackup";"N/A";"Ready";"Interactive/Background";"27-4-2014 04:17:25";"0";"Microsoft Corporation";"COM handler";"N/A";"Registry Idle Backup Task";"Enabled";"Disabled";"No Start On Batteries";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\RemovalTools\MRT_HB";"N/A";"Ready";"Interactive/Background";"29-4-2014 03:28:29";"0";"Microsoft";"C:\Windows\system32\MRT.exe /EHB /Q";"C:\Windows\system32";"N/A";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"00:30:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Server Manager\CleanupOldPerfLogs";"N/A";"Ready";"Interactive/Background";"N/A";"1";"The major version number of the operating system.";"%systemroot%\system32\cscript.exe /B /nologo %systemroot%\system32\calluxxprovider.vbs $(Arg0) $(Arg1) $(Arg2)";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"00:02:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Server Manager\ServerManager";"N/A";"Ready";"Interactive/Background";"28-4-2014 10:39:33";"0";"Microsoft Corporation";"%windir%\system32\ServerManagerLauncher.exe ";"N/A";"Task for launching Initial Configuration Tasks or Server Manager at logon.";"Enabled";"Disabled";"Stop On Battery Mode";"Administrators";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Servicing\StartComponentCleanup";"N/A";"Ready";"Interactive/Background";"26-4-2014 02:33:36";"0";"N/A";"COM handler";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Software Inventory Logging\Daily Collector";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"N/A";"%systemroot%\system32\cscript.exe %systemroot%\system32\sildailycollector.vbs";"N/A";"N/A";"Disabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"00:30:00";"Scheduling data is not available in this format.";"Daily ";"03:00:00";"1-1-2000";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"DC07";"\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask";"5-5-2014 12:27:13";"Ready";"Interactive/Background";"28-4-2014 12:26:40";"0";"Microsoft Corporation";"COM handler";"N/A";"This task restarts the Software Protection Platform service at the specified time";"Enabled";"Disabled";"";"NETWORK SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Daily ";"10:27:13";"5-5-2014";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"DC07";"\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"This task restarts the Software Protection Platform service when user logon occurs";"Disabled";"Disabled";"";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskNetwork";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"This task restarts the Software Protection Platform service when a new network is detected";"Disabled";"Disabled";"";"NETWORK SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\SpacePort\SpaceAgentTask";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\SpaceAgent.exe ";"N/A";"Storage Spaces Settings";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"06:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\SpacePort\SpaceAgentTask";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\SpaceAgent.exe ";"N/A";"Storage Spaces Settings";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"06:00:00";"Scheduling data is not available in this format.";"Undefined";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Initializes the Storage Tiers Management service when the first tiered storage space is detected on the system. Do not remove or modify this task.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Undefined";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\defrag.exe -c -h -g -#";"N/A";"Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.";"Disabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"01:00:00";"1-1-2013";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"DC07";"\Microsoft\Windows\Task Manager\Interactive";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Runs a task as the interactive user.";"Enabled";"Disabled";"";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TaskScheduler\Idle Maintenance";"N/A";"Ready";"Interactive/Background";"26-4-2014 02:33:35";"0";"Microsoft Corporation";"COM handler";"N/A";"Maintenance Scheduler Launcher Task";"Enabled";"Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end";"No Start On Batteries";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At idle time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TaskScheduler\Maintenance Configurator";"30-4-2014 01:00:00";"Ready";"Interactive/Background";"29-4-2014 01:00:00";"0";"Microsoft Corporation";"COM handler";"N/A";"Maintenance Scheduler Configurator Task";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Undefined";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TaskScheduler\Maintenance Configurator";"30-4-2014 01:00:00";"Ready";"Interactive/Background";"29-4-2014 01:00:00";"0";"Microsoft Corporation";"COM handler";"N/A";"Maintenance Scheduler Configurator Task";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Undefined";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TaskScheduler\Maintenance Configurator";"30-4-2014 01:00:00";"Ready";"Interactive/Background";"29-4-2014 01:00:00";"0";"Microsoft Corporation";"COM handler";"N/A";"Maintenance Scheduler Configurator Task";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Daily ";"01:00:00";"1-1-2001";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"DC07";"\Microsoft\Windows\TaskScheduler\Manual Maintenance";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Maintenance Scheduler Launcher Task";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TaskScheduler\Regular Maintenance";"30-4-2014 02:38:36";"Ready";"Interactive/Background";"29-4-2014 03:28:28";"267014";"Microsoft Corporation";"COM handler";"N/A";"Maintenance Scheduler Launcher Task";"Enabled";"Only Start If Idle for 0 minutes, If Not Idle Retry For 1260 minutes Stop the task if Idle State end";"";"SYSTEM";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"Daily ";"02:00:00";"1-1-2010";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"DC07";"\Microsoft\Windows\TextServicesFramework\MsCtfMonitor";"N/A";"Ready";"Interactive/Background";"28-4-2014 10:39:33";"1073807364";"N/A";"COM handler";"N/A";"TextServicesFramework monitor task";"Enabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Time Synchronization\SynchronizeTime";"N/A";"Ready";"Interactive/Background";"26-4-2014 02:33:36";"1056";"Microsoft Corporation";"%windir%\system32\sc.exe start w32time task_started";"N/A";"Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\Time Zone\SynchronizeTimeZone";"N/A";"Ready";"Interactive/Background";"26-4-2014 02:33:36";"0";"$(@%SystemRoot%\system32\tzsyncres.dll,-101)";"%windir%\system32\tzsync.exe ";"N/A";"$(@%SystemRoot%\system32\tzsyncres.dll,-102)";"Enabled";"Disabled";"Stop On Battery Mode";"SYSTEM";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TPM\Tpm-Maintenance";"N/A";"Ready";"Interactive/Background";"28-4-2014 11:04:06";"0";"Microsoft Corporation";"COM handler";"N/A";"This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TPM\Tpm-Maintenance";"N/A";"Ready";"Interactive/Background";"28-4-2014 11:04:06";"0";"Microsoft Corporation";"COM handler";"N/A";"This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TPM\Tpm-Maintenance";"N/A";"Ready";"Interactive/Background";"28-4-2014 11:04:06";"0";"Microsoft Corporation";"COM handler";"N/A";"This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Undefined";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"DC07";"\Microsoft\Windows\TPM\Tpm-Maintenance";"N/A";"Ready";"Interactive/Background";"28-4-2014 11:04:06";"0";"Microsoft Corporation";"COM handler";"N/A";"This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Undefined";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
